,Work Title,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Composer Time Period,Piece Style,Instrumentation,url,Alternative Title,Year/Date of Composition,Name Translations,Authorities,Average Duration,First Publication,Dedication,Name Aliases,Language,Copyright Information
12956,Illustrations de l'opéra L'Africaine,"Liszt, Franz",S.415 ; LW.A230,IFL 194,,2 pieces,Romantic,Romantic,Piano,"https://imslp.org/wiki/Illustrations_de_l%27op%C3%A9ra_L%27Africaine,_S.415_(Liszt,_Franz)",,1865,,,,".
1866",Alfred Jaëll,,,
58174,"Piano Sonata, C major","Beethoven, Ludwig van",WoO 51,ILB 161,C major,"only 2 remain; only 1 completed, 1 fragment:
Allegro (C major)
Adagio (F major)
Completed by
Ferdinand Ries
(1784–1838).",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_in_C_major,_WoO_51_(Beethoven,_Ludwig_van)",Piano Sonatina,,,,,".
1830",,,,
139909,Grandes études de Paganini,"Liszt, Franz",S.141 ; LW.A173,IFL 146,,"6 studies[*]:
1. Preludio - Andante (G minor)
2. Andante (E-flat major)
3. La campanella - Allegretto (G-sharp minor)
4. Vivo (E major)
5. Allegretto (E major)
6. Quasi presto (A minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Grandes_%C3%A9tudes_de_Paganini,_S.141_(Liszt,_Franz)",Grandes études de Paganini transcendantes pour le piano,1851,"パガニーニによる大練習曲
;
اتودهای پاگانینی
;
Grandes Études de Paganini
;
Paganini-etűdök
;
Великі етюди за Паганіні
;
帕格尼尼大練習曲
;
帕格尼尼大變奏曲
;
帕格尼尼大变奏曲
;
Khúc luyện chính từ Paganini
;
파가니니에 의한 대연습곡
;
Большие этюды по Паганини",Wikipedia,,".
1851 - Leipzig:
Breitkopf & Härtel","Clara Schumann
(1819–1896)","اتودهای شش گانهٔ پاگانینی
;
اتودهای شش گانه پاگانینی
;
Six Etudes d'apres Paganini
;
Six Études d'après Paganini
;
Études d'execution transcendante d'après Paganini
;
Grandes Etudes de Paganini
;
Etudes d'exécution transcendante d'après Paganini
;
Études d'exécution transcendante d'apres Paganini
;
Etudes d'exécution transcendante d'apres Paganini
;
Études d'exécution transcendante d'après Paganini
;
Etudes d'execution transcendante d'apres Paganini
;
Études d'execution transcendante d'apres Paganini
;
Etudes d'execution transcendante d'après Paganini
;
帕格尼尼练习曲
;
帕格尼尼練習曲",,
69579,Piano Sonata No.17,"Beethoven, Ludwig van",Op.31 No.2,ILB 178,D minor,"3 movements:
Largo - Allegro (D minor)
Adagio (B
♭
major)
Allegretto (D minor)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.17,_Op.31_No.2_(Beethoven,_Ludwig_van)",The Tempest ; Der Sturm,1801–02,"Piano Sonata No. 17
;
Klaviersonate Nr. 17
;
Pianosonaatti nro 17
;
Sonate pour piano nº 17 de Beethoven
;
Sonata per pianoforte n. 17
;
ピアノソナタ第17番
;
피아노 소나타 17번
;
Pianosonate nr. 17
;
Sonata fortepianowa nr 17 Beethovena
;
Sonata para piano n.º 17
;
Соната для фортепиано № 17
;
Соната для фортепіано № 17
;
Sonata per a piano núm. 17
;
第17鋼琴奏鳴曲
;
Σονάτα για πιάνο No. 17","WorldCat
;
Wikipedia
;
VIAF
:
178622377
;
LCCN
:
n82101158
;
GND
:
300016727
;
BNF
:
13908195v
;
NLA
:
35803080",,".
1802",,"Piano Sonata No. 17 in D Minor, Op. 31, No. 2
;
The Tempest
;
La Tempesta (apocrifo)
;
Pianosonate nr. 17 (Beethoven)",,
53055,Variations on 'God Save the King',"Beethoven, Ludwig van",WoO 78,ILB 302,C major,"theme, 7 variations, coda:
Theme (C major)
Variation 1 (C major)
Variation 2 (C major)
Variation 3 (C major)
Variation 4 (C major)
Variation 5. Con espressione (C minor)
Variation 6. Allegro alla marcia (C major)
Variation 7 (C major)
Coda. Adagio - Allegro (C major)",Classical,Classical,Piano,"https://imslp.org/wiki/7_Variations_on_%27God_Save_the_King%27,_WoO_78_(Beethoven,_Ludwig_van)",,,,,,,,,,
56708,Andantino,"Mozart, Wolfgang Amadeus",K.236 ; K⁶.588b,IWM 45,E-flat major,1 piece,Classical,Classical,Piano,"https://imslp.org/wiki/Andantino_in_E-flat_major,_K.236/588b_(Mozart,_Wolfgang_Amadeus)",,"1783 (
Mozarforum
)",,,,,,,,
03206,Toccata,"Bach, Johann Sebastian",BWV 916 ; BC L147,IJB 635,G major,[No tempo] - 177 bars,Baroque,Baroque,Piano,"https://imslp.org/wiki/Toccata_in_G_major,_BWV_916_(Bach,_Johann_Sebastian)",,1714?,,,,".
1867",,,,
113691,Keyboard Sonata,"Haydn, Joseph","Hob.XVI:36
; Op.30 No.2 ; Op.17 No.5",IJH 266,"board Sonata
Alt
ernative
.
Title
Klaviersonate Nr.49
Name Translations
Sonate pour piano nº 49 de Joseph Haydn
;
ピアノソナタ第36番
Authorities
WorldCat
;
VIAF
:
294592322
;
BNF
:
13986080q
Composer
Haydn, Joseph
Opus/Catalogue Number
Op./Cat. No.
Hob.XVI:36
; Op.30 No.2 ; Op.17 No.5
I-Catalogue Number
I-Cat. No.
IJH 266
Key
C-sharp minor","3 movements:
Moderato (C
♯
minor)
Scherzando. Allegro con brio (A major)
Minuet (C
♯
minor) - Trio (C
♯
major)",Classical,Classical,Piano,"https://imslp.org/wiki/Keyboard_Sonata_in_C-sharp_minor,_Hob.XVI:36_(Haydn,_Joseph)",Klaviersonate Nr.49,1770–75,"Sonate pour piano nº 49 de Joseph Haydn
;
ピアノソナタ第36番","WorldCat
;
VIAF
:
294592322
;
BNF
:
13986080q",,".
1780","Marianne Auenbrugger
(1759–1782)",,,
06425,Allemande,"Bach, Johann Sebastian",BWV 834,IJB 18,C minor,1,Baroque,Baroque,Piano,"https://imslp.org/wiki/Allemande_in_C_minor,_BWV_834_(Bach,_Johann_Sebastian)",,,,,,".
1894",,,,
160409,Hungarian Rhapsody No.15,"Liszt, Franz",S.244/15 ; LW.A132/15b,IFL 177,A minor,1 rhapsody,Romantic,Romantic,Piano,"https://imslp.org/wiki/Hungarian_Rhapsody_No.15,_S.244/15_(Liszt,_Franz)",Rákóczi-Marsch / Rakoczy March,1851–53,"Hungarian Rhapsody No. 15
;
Ungarische Rhapsodie Nr. 15
;
第15號匈牙利狂想曲","WorldCat
;
Wikipedia
;
LCCN
:
n99833979",,".
1853",Hans von Bülow,"Rákóczi-Marsch
;
Rakoczy March",,
12738,2 Poèmes,"Scriabin, Aleksandr",Op.69,IAS 54,,2 poems,Romantic,Early 20th century,Piano,"https://imslp.org/wiki/2_Po%C3%A8mes,_Op.69_(Scriabin,_Aleksandr)",,,,,,".
1913",,,,
04422,Kleines harmonisches Labyrinth,"Bach, Johann Sebastian",BWV 591 ; BC J 78 ; BWV App B 45,IJB 352,C major,"3 parts:
Introitus
Centrum
Exitus. Andante",Baroque,Baroque,Piano,"https://imslp.org/wiki/Kleines_harmonisches_Labyrinth,_BWV_591_(Bach,_Johann_Sebastian)",,1714 ?,,,,".
1888",,,,
471943,Divertimento or Sonata,"Haydn, Joseph",Hob.XVI:1,IJH 138,C major,"3 movements:
Allegro (C major)
Andante (C major)
Minuet (C major) - Trio (C minor)",Classical,Classical,Piano,"https://imslp.org/wiki/Divertimento_in_C_major,_Hob.XVI:1_(Haydn,_Joseph)",Klaviersonate Nr.10 ; Partita,1750–55?,,,,".
1918",,,,
285991,Grand galop chromatique,"Liszt, Franz","S.219 ; LW.A43/1 ; Op.12 (1st version)
S.219bis ; LW.A43/2 (2nd version)",IFL 139,E-flat major (simplified version in E major),,Romantic,Romantic,Piano,"https://imslp.org/wiki/Grand_galop_chromatique,_S.219_(Liszt,_Franz)",,"1838 (1st version)
1840 ca. (2nd version)","Grand Galop Chromatique (Liszt)
;
半音階的大ギャロップ
;
Grand Galop Chromatique",Wikipedia,,".
1838 (1st version)",Count Rudolf Apponyi,"Grand galop chromatique in E-flat major
;
S 219",,
67814,6 Melodien von Franz Schubert,"Liszt, Franz",S.563 ; LW.A109,IFL 248,,"6 pieces
Lebe wohl!
Arrangement of the song
Adieu!
by
August Heinrich von Weyrauch
Mädchens Klage
Arrangement of the song
Des Mädchens Klage
, D.191
Das Sterbeglöcklein
Arrangement of the song
Das Zügenglöcklein
, D.871
Trockne Blumen
Arrangement of
Trockne Blumen
(No.18) from the song cycle
Die Schöne Müllerin
, D.795
Ungeduld
Arrangement of
Ungeduld
(No.7) from the song cycle
Die Schöne Müllerin
, D.795
Die Forelle
Arrangement of the song
Die Forelle
, D.550",Romantic,Romantic,Piano,"https://imslp.org/wiki/6_Melodien_von_Franz_Schubert,_S.563_(Liszt,_Franz)",,1844,,,,".
1844",,,,
03324,Fugue in D minor,"Kellner, Johann Peter",BWV Anh.180 (J. S. Bach),IJK 2,,,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_D_minor,_BWV_Anh_180_(Bach,_Johann_Sebastian)",,,,,,,,,,
00952,"Bagatelle in B
♭
major","Beethoven, Ludwig van",WoO 60,ILB 27,B-flat major,Ziemlich lebhaft,Classical,Classical,Piano,"https://imslp.org/wiki/Bagatelle_in_B-flat_major,_WoO_60_(Beethoven,_Ludwig_van)",Dernière pensée musicale ; Clavierstück,1818,"Bagatelle en si bémol majeur
;
Bagatelle B-Dur
;
Bagatelle for piano in B-flat major","BNF
:
14847199s",1 minute,".
1824 (as a supplement of the Berliner allgemeine musikalische Zeitung)",,Ziemlich lebhaft (Bagatelle) for piano in B-flat major,,
03325,Fugue,"Bach, Johann Sebastian",BWV 945 ; BWV App B 85,IJB 213,E minor,1 fuga,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_E_minor,_BWV_945_(Bach,_Johann_Sebastian)",Fuge,1695–1700?,,,,".
1839",,,,
53757,"German Dances, D.970","Schubert, Franz",D.970,IFS 272,,6 dances,Romantic,Romantic,Piano,"https://imslp.org/wiki/6_German_Dances,_D.970_(Schubert,_Franz)",,,,,,,,,,
00768,Sinfonia in E minor,"Bach, Johann Sebastian",BWV 793 ; BC L 48,IJB 859,E minor,1 sinfonia,Baroque,Baroque,Piano,"https://imslp.org/wiki/Sinfonia_in_E_minor,_BWV_793_(Bach,_Johann_Sebastian)",Sinfonia 7,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Sinfonias, BWV 787-801
(No.7)",,,,
98350,Années de pèlerinage I,"Liszt, Franz",S.160 ; LW.A159 ; R.10,IFL 21,,"9 pieces:
Chapelle de Guillaume Tell
revised from
Chapelle de Guillaume Tell, S.156/5
Au lac de Wallenstadt
revised from
Le lac de Wallenstadt, S.156/2
Pastorale
revised from
Allegro pastorale, S.156/10
Au bord d'une source
revised from
Au bord d'une source, S.156/3
Orage
Vallée d'Obermann
revised from
Vallée d'Obermann, S.156/5
Eglogue
Le mal du pays (Heimweh)
Les cloches de Genève (Nocturne)
revised from
Les cloches de Genève, S.156/3",Romantic,Romantic,Piano,"https://imslp.org/wiki/Ann%C3%A9es_de_p%C3%A8lerinage_I,_S.160_(Liszt,_Franz)",Années de pèlerinage: Première année (Suisse),1848–55,,,47 minutes,".
1858",,,,
01015,Prelude and Fugue No.11 in F major,"Bach, Johann Sebastian",BWV 856 ; BC L 90,IJB 532,F major,"2 movements:
Præludium
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_F_major,_BWV_856_(Bach,_Johann_Sebastian)",Præludium et Fuga a 3 voci,"1722 in
Das wohltemperierte Klavier I, BWV 846-869
(No.11)","Präludium und Fuge F-Dur BWV 856
;
Prélude et fugue en fa majeur (BWV 856)
;
Прелюдия и фуга фа мажор, BWV 856","WorldCat
;
VIAF
:
292598000
;
GND
:
107637512X
;
BNF
:
139448600",,".
1801",,,,
331140,Fantasiestücke,"Schumann, Robert",Op.12,IRS 32,various,"8 pieces:
Des Abends (D
♭
major)
Aufschwung (F minor)
Warum? (D
♭
major)
Grillen (D
♭
major)
In der Nacht (F minor)
Fabel (C major)
Traumes Wirren (F major) (orig. Traumeswirren)
Ende vom Lied (F major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Fantasiest%C3%BCcke,_Op.12_(Schumann,_Robert)","Original: Phantasien, Op.7",1837 (July),"Fantasiestücke (Schumann)
;
Fantasiestücke, Op. 12
;
Fantazipecoj op. 12
;
Fantasiestücke opus 12
;
幻想小曲集作品12
;
환상 소곡집
;
Fantasiestücke op.12
;
Фантастические пьесы
;
幻想曲集","WorldCat
;
Wikipedia
;
VIAF
:
178615420
;
GND
:
300144725
;
BNF
:
13918915s",,".
1838 – Leipzig:
Breitkopf und Härtel",Miss Anna Robena Laidlaw,"Fantasy Pieces
;
Fantasiestücke, opus 12",,
06257,Am stillen Herd,"Liszt, Franz",S.448 ; LW.A254 ; R.281,IFL 12,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Am_stillen_Herd,_S.448_(Liszt,_Franz)",Lied aus Richard Wagners Meistersingen,1871,,,9 minutes,".
1871",Marie Von Schleinitz,,,
517177,Piano Sonata No.4,"Scriabin, Aleksandr",Op.30,IAS 32,F-sharp major,"2 movements:
1. Andante
2. Prestissimo volando",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_No.4,_Op.30_(Scriabin,_Aleksandr)",,1903 (?),"Klaviersonate Nr. 4 (Skrjabin)
;
Piano Sonata No. 4
;
ピアノソナタ第4番 (スクリャービン)
;
sonate pour piano nº 4 op. 30
;
Sonata per pianoforte n. 4 (Skrjabin)
;
Соната для фортепиано № 4 (Скрябин)
;
Sonata para piano n.° 4 (Skriabin)","Wikipedia
;
BNF
:
14799922r",,".
1904 by
M.P. Belaïeff",,"sonate pour piano nº 4 de Scriabine
;
Piano Sonata No. 4 in F-sharp Major, Op. 30
;
Piano Sonata No. 4 in F-sharp, Op. 30",,
00348,Piano Sonata in E major,"Schubert, Franz",D.157,IFS 574,E major,"3 movements:
Allegro ma non troppo (E major)
Andante (E minor)
Menuetto
. Allegro vivace —
Trio
(B major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_in_E_major,_D.157_(Schubert,_Franz)",Piano Sonata No.1,1815 February,,,20 minutes,".
1888 –
Franz Schubert's Werke
,
Breitkopf & Härtel",,,,
00632,Berceuse,"Chopin, Frédéric",Op.57,IFC 10,D-flat major,Andante,Romantic,Romantic,Piano,"https://imslp.org/wiki/Berceuse,_Op.57_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1843-44,"Berceuse (Chopin)
;
Колискова (Шопен)
;
子守歌 (ショパン)
;
搖籃曲
;
Колыбельная
;
Berceuse op. 57
;
Berceuse en re bemoll major","WorldCat
;
Wikipedia
;
LCCN
:
no95032887",,".
1844",A Mlle. Elise Gavard,"Berceuse de Chopin
;
Колыбельная (Шопен)",,
08133,Grande fantaisie sur des motifs de Niobe,"Liszt, Franz",S.419 ; LW.A24,IFL 142,,1 fantasia,Romantic,Romantic,Piano,"https://imslp.org/wiki/Grande_fantaisie_sur_des_motifs_de_Niobe,_S.419_(Liszt,_Franz)","Divertissement sur la cavatine ""I tuoi frequenti palpiti""",1835-36,,,,".
1836",Countess Miramont,,,
00378,Hungarian Rhapsody No.10,"Liszt, Franz",S.244/10 ; LW.A132/10,IFL 172,E major,1 rhapsody,Romantic,Romantic,Piano,"https://imslp.org/wiki/Hungarian_Rhapsody_No.10,_S.244/10_(Liszt,_Franz)",Preludio,1847,"Hungarian Rhapsody No. 10
;
Ungarische Rhapsodie Nr. 10
;
第10號匈牙利狂想曲",Wikipedia,,".
1853",Beni Egressy (1814–1851),,,
02197,Prelude and Fugue in A minor,"Bach, Johann Sebastian",BWV 889 ; BC L 123,IJB 487,A minor,"2 movements:
Præludium
Fuga (Fughetta)",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_A_minor,_BWV_889_(Bach,_Johann_Sebastian)",Praeludium et Fuga,"1740 ca. in
Das wohltemperierte Klavier II
(No.20)","Präludium und Fuge a-Moll BWV 889
;
Prélude et fugue en la mineur (BWV 889)","WorldCat
;
VIAF
:
293505058
;
GND
:
1076376193
;
BNF
:
14815341x",,".
1801 or before",,,,
115000,Allegro de concert,"Chopin, Frédéric",Op.46,IFC 2,A major,Allegro maestoso,Romantic,Romantic,Piano,"https://imslp.org/wiki/Allegro_de_concert,_Op.46_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1832 (1st version) ; 1841 (2nd version),"Allegro de concert, Op. 46
;
演奏会用アレグロ (ショパン)
;
Allegro di concerto op. 46","WorldCat
;
Wikipedia
;
VIAF
:
184700543
;
LCCN
:
n84089534
;
GND
:
300036744",,".
1841 (December) – Paris: Schlesinger","A Mademoiselle
Friederike Müller
(1816–1895)",,,
25151,Adagio,"Mozart, Wolfgang Amadeus",K.540,IWM 7,B minor,1,Classical,Classical,Piano,"https://imslp.org/wiki/Adagio_in_B_minor,_K.540_(Mozart,_Wolfgang_Amadeus)",,"1788-3-19, Vienna","Adagio in B minor
;
Adagio en si menor (Mozart)
;
Adagio en si mineur
;
Adagio_in_B_minor, K.540
;
아다지오 나단조","WorldCat
;
Wikipedia
;
VIAF
:
183070282
;
LCCN
:
n81063053
;
GND
:
300106904
;
BNF
:
13915265p
;
NLA
:
35406828",,".
1788 or 1794",,"KV 540
;
Adagio para piano (Mozart)",,
04394,Fugue in G major,"Bach, Johann Sebastian","BWV 577 ; BC J 61 ; BWV Anh.II, S.461",IJB 221,G major,1 fugue,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_G_major,_BWV_577_(Bach,_Johann_Sebastian)",Fuga alla Giga,,"Fuge  in G major BWV 577
;
Fuge G-Dur BWV 577","WorldCat
;
VIAF
:
179830229
;
LCCN
:
n81091896
;
GND
:
300006527
;
BNF
:
13909693s",3-4 minutes,".
1881 or earlier",,"Fugue à la Gigue
;
Fuge in G",,
03150,Minuets,"Schubert, Franz",D.41,IFS 510,,20 minuets,Romantic,Romantic,Piano,"https://imslp.org/wiki/20_Minuets,_D.41_(Schubert,_Franz)",,,,,,,,,,
01322,Prelude (Fantasia) and Fugue in C minor,"Bach, Johann Sebastian",BWV 537 ; BC J 40,IJB 145,C minor,"2 sections:
Fantasia
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Fantasia_and_Fugue_in_C_minor,_BWV_537_(Bach,_Johann_Sebastian)",Fantasia et Fuga in c,1723 ?,"Fantasia e fuga in do minore BWV 537
;
Fantaisie et fugue BWV 537
;
Fantasi og fuge i c-moll, BWV 537
;
Фантазия и фуга до минор (BWV 537)
;
幻想曲とフーガ BWV537
;
Fantasie und Fuge c-Moll BWV 537
;
C小调幻想曲与赋格",Wikipedia,9 minutes,".
1867 (BGA)",,,,
04351,Fantasia and Imitation,"Bach, Johann Sebastian",BWV 563 ; BC J 43,IJB 150,B minor,"2 sections:
Fantasia
Imitatio",Baroque,Baroque,Piano,"https://imslp.org/wiki/Fantasia_and_Imitation_in_B_minor,_BWV_563_(Bach,_Johann_Sebastian)",Fantasia und lmitatio,1707,,,,".
1881?",,,,
27752,Piano Sonata No.1,"Beethoven, Ludwig van",Op.2 No.1,ILB 162,F minor,"4 movements:
Allegro (F minor)
Adagio (F major)
Minuet.
Allegretto (F minor) - Trio (F major)
Prestissimo (F minor)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.1,_Op.2_No.1_(Beethoven,_Ludwig_van)",,1793-95,"Piano Sonata No. 1
;
Sonata per a piano núm. 1
;
Klaviersonate Nr. 1
;
Sonata para piano n.º 1
;
Pianosonaatti nro 1
;
Sonate pour piano nº 1 de Beethoven
;
Sonata per pianoforte n. 1
;
ピアノソナタ第1番
;
Pianosonate nr. 1
;
I Sonata fortepianowa Beethovena
;
Соната для фортепиано № 1
;
Соната для фортепіано № 1
;
피아노 소나타 1번
;
Клавирска Соната бр. 1
;
Πιάνο Σονάτα No. 1
;
سونات شماره ۱ پیانو (بتهوون)
;
第1號鋼琴奏鳴曲 (貝多芬)","WorldCat
;
Wikipedia
;
VIAF
:
179625665
;
LCCN
:
no91029512
;
GND
:
300016506
;
BNF
:
147867270",18 minutes,".
1796 (March) - Vienna: Artaria","Joseph Haydn
(1732–1809)","Piano Sonata No. 1 in F Minor, Op. 2, No. 1
;
Pianosonate nr. 1 (Beethoven)
;
Sonata para piano n.º 1 en fa menor, Op. 2",,
68721,Piano Sonata No.8,"Beethoven, Ludwig van",Op.13,ILB 169,C minor,"3 movements:
Grave - Allegro di molto e con brio (C minor)
Adagio cantabile (A
♭
major)
Rondo. Allegro (C minor)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.8,_Op.13_(Beethoven,_Ludwig_van)",Pathétique,1798,"Piano Sonata No. 8
;
Sonata per a piano núm. 8
;
Klaviersonate Nr. 8
;
Sonata para piano n.º 8
;
سونات ۸ پیانو
;
Pianosonaatti nro 8
;
Sonate pour piano nº 8 de Beethoven
;
Sonata No. 8 no Piano
;
סונאטה מס' 8 של בטהובן
;
Sonata per pianoforte n. 8
;
ピアノソナタ第8番
;
피아노 소나타 8번
;
Pianosonate nr. 8
;
Sonata Patetyczna
;
Соната для фортепиано № 8
;
Klavirska sonata br. 8
;
เปียโนโซนาตาหมายเลข 8
;
Соната для фортепіано № 8
;
第8钢琴奏鸣曲
;
Sô-nát cho dương cầm số 8
;
Σονάτα για πιάνο Νο.8
;
8. Piyano Sonatı
;
8-րդ դաշնամուրային սոնատ
;
8. klaversonate
;
Pianoarentzako 8. sonata (Beethoven)
;
Patetiškoji sonata
;
سۆناتای ژمارە ٨ بۆ پیانۆ
;
第8鋼琴奏鳴曲 (貝多芬)
;
8. zongoraszonáta
;
Sonata Rhif 8 i'r Piano","WorldCat
;
Wikipedia
;
VIAF
:
301897126
;
LCCN
:
n81133621
;
GND
:
300016581
;
BNF
:
13908155m
;
NLA
:
35082068
;
BNE
:
XX2241996",19-20 minutes,".
1799/12/18 – Vienna:
Hoffmeister","Karl Lichnowsky
(1761–1814)","Piano Sonata No. 8 in C Minor, Op. 13
;
Sonata Pathétique
;
Patetica
;
Grande Sonate Pathétique
;
Παθητική
;
Patética
;
Sonata para piano n.º 8 en do menor, Op. 13
;
Pianosonate nr. 8 (Beethoven)",,
04677,Wiegenlied,"Liszt, Franz",S.198 ; LW.A303,IFL 430,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Wiegenlied,_S.198_(Liszt,_Franz)",Chant du berceau,1881,,,,".
1958 - Curwen, edited by Jack Werner","Arthur Friedheim
(1859–1932)",,,
112348,Trois nouvelles études,"Chopin, Frédéric",B.130,IFC 73,,"3 studies:
Andantino (F minor)
Allegretto (A
♭
major)
Allegretto (D
♭
major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Nouvelles_%C3%A9tudes,_B.130_(Chopin,_Fr%C3%A9d%C3%A9ric)",,,"Trois Nouvelles Études
;
3 Nuovi Studi","WorldCat
;
Wikipedia
;
LCCN
:
n79027476",,".
1839",,"Tre nuovi Studi
;
Trois nouvelles etudes
;
Τρεις νέες σπουδές",,
318765,Ecossaise,"Beethoven, Ludwig van",WoO 86,ILB 54,E-flat major,1,Classical,Classical,Piano,"https://imslp.org/wiki/Ecossaise,_WoO_86_(Beethoven,_Ludwig_van)",Ecossaise for Piano in E-flat major,1825,,,,,Duchess Sophie of Austria (dedication by publisher),,,
00832,Toccata,"Bach, Johann Sebastian",BWV 911 ; BC L142,IJB 629,C minor,[No tempo] - 175 bars,Baroque,Baroque,Piano,"https://imslp.org/wiki/Toccata_in_C_minor,_BWV_911_(Bach,_Johann_Sebastian)",,1714?,,,,".
1839",,,,
24886,"8 Variations on ""Laat ons juichen""","Mozart, Wolfgang Amadeus",K.24 ; K.Anh.208,IWM 611,G major,9,Classical,Classical,Piano,"https://imslp.org/wiki/8_Variations_on_%22Laat_ons_juichen%22,_K.24_(Mozart,_Wolfgang_Amadeus)",Variations on an Allegretto ; Variationen über ein holländisches Lied von Christian Ernst Graaf,1766,"Ocho variaciones sobre «Laat ons juichen, batavieren!»
;
Huit variations en sol majeur pour piano sur «Laat ons juichen, Batavieren!»
;
Otto Variazioni per pianoforte K 24
;
Acht Variationen in G über das holländische Lied ""Laat ons Juichen, Batavieren!""","WorldCat
;
VIAF
:
177201966
;
GND
:
300111762
;
BNF
:
139772971",,".
1766 – Amsterdam:
J. J. Hummel",,"K 24
;
KV 24
;
Acht Variationen in G über das holländische Lied ""Laat ons Juichen, Batavieren!"" von Christian Ernst Graaf
;
8 Variationen für Klavier über ein Allegretto
;
Acht Variationen für Klavier über ein holländisches Lied von Christian Ernst Graaf
;
Acht Variationen KV 24
;
Eight Variations in G major
;
Eight Variations K 24",,
