title,midi_path,composer
Toccatas and Arias for Piano,"../GiantMIDI/midis/Fine, Vivian, Toccatas and Arias for Piano, W0W8DnQSFzU.mid","Fine, Vivian"
6 Harpsichord Sonatas,"../GiantMIDI/midis/Fiorillo, Ignatio, 6 Harpsichord Sonatas, 9-tHqseOVb8.mid","Fiorillo, Ignatio"
12 Variations on an Andante,"../GiantMIDI/midis/Fischer, August Gottlob, 12 Variations on an Andante, QcqW6-wZMlo.mid","Fischer, August Gottlob"
"Hop! hop!, Op.1","../GiantMIDI/midis/Fischer, Emile, Hop! hop!, Op.1, B0qDhidrXpQ.mid","Fischer, Emile"
Oboe Concerto No.2 in E-flat major,"../GiantMIDI/midis/Fischer, Johann Christian, Oboe Concerto No.2 in E-flat major, JtP9cuoyqyY.mid","Fischer, Johann Christian"
Encore Rag,"../GiantMIDI/midis/Fischer, Tad, Encore Rag, osrFDG0pJDg.mid","Fischer, Tad"
"Piano Pieces, Op.3","../GiantMIDI/midis/Fischer-Weber, Paul, Piano Pieces, Op.3, AbZTkCFTUJk.mid","Fischer-Weber, Paul"
"Poème d'Amour, Op.47","../GiantMIDI/midis/Fischhof, Robert, Poème d'Amour, Op.47, Iek_5FVa__o.mid","Fischhof, Robert"
"Suite, Op.29","../GiantMIDI/midis/Fischhof, Robert, Suite, Op.29, -WAkAnY-Po4.mid","Fischhof, Robert"
By The Sea,"../GiantMIDI/midis/Fisher, Leander, By The Sea, eii6XkWD6IY.mid","Fisher, Leander"
The Robin's Departure,"../GiantMIDI/midis/Fisher, Leander, The Robin's Departure, _gm29GLsO1g.mid","Fisher, Leander"
The Robin's Return,"../GiantMIDI/midis/Fisher, Leander, The Robin's Return, aILxw1aS3d8.mid","Fisher, Leander"
Dance of the Golden Rods,"../GiantMIDI/midis/Fitzpatrick, John J., Dance of the Golden Rods, 2dokxrW1xTM.mid","Fitzpatrick, John J."
Moonbeams on the Lake,"../GiantMIDI/midis/Fitzpatrick, John J., Moonbeams on the Lake, ZPBFCwUgz6s.mid","Fitzpatrick, John J."
Wonder-Eyes,"../GiantMIDI/midis/Fletcher, Percy Eastman, Wonder-Eyes, mloKSi84ob4.mid","Fletcher, Percy Eastman"
"Schlafe, mein Prinzchen, schlaf ein","../GiantMIDI/midis/Flies, Bernhard, Schlafe, mein Prinzchen, schlaf ein, CPFs_keoMsQ.mid","Flies, Bernhard"
Schneeglöckchen,"../GiantMIDI/midis/Flodin, Karl, Schneeglöckchen, qk2sizOgcU4.mid","Flodin, Karl"
"Prelude and Fugue No.3, Mn.68","../GiantMIDI/midis/Florczak, Lukas, Prelude and Fugue No.3, Mn.68, Kge3G538o44.mid","Florczak, Lukas"
"Prelude and Fugue No.4, Mn.96","../GiantMIDI/midis/Florczak, Lukas, Prelude and Fugue No.4, Mn.96, x1x57omCE8s.mid","Florczak, Lukas"
Alessandro Stradella,"../GiantMIDI/midis/Flotow, Friedrich von, Alessandro Stradella, avUamc1kX_s.mid","Flotow, Friedrich von"
Lady Henriette,"../GiantMIDI/midis/Flotow, Friedrich von, Lady Henriette, OXSK6ljggK8.mid","Flotow, Friedrich von"
"Piano Sonata No.1, Op.4","../GiantMIDI/midis/Flügel, Gustav, Piano Sonata No.1, Op.4, n-XhROuRDBY.mid","Flügel, Gustav"
"Piano Sonata in F-sharp minor, Op.2 No.2","../GiantMIDI/midis/Fodor, Carel Anton, Piano Sonata in F-sharp minor, Op.2 No.2, C_DBpZFPHDI.mid","Fodor, Carel Anton"
"Andante, Op.3","../GiantMIDI/midis/Foerster, Adolph Martin, Andante, Op.3, 3EX-Yc-mo6A.mid","Foerster, Adolph Martin"
Qoy gülüm gəlsin,"../GiantMIDI/midis/Folk Songs, Azerbaijani, Qoy gülüm gəlsin, hhhhuR_YO8A.mid","Folk Songs, Azerbaijani"
From Rest Harrow,"../GiantMIDI/midis/Foote, Arthur, From Rest Harrow, 791JuU3fO9A.mid","Foote, Arthur"
A Little Etude in A minor,"../GiantMIDI/midis/Foote, Arthur, A Little Etude in A minor, LQ0MnIl30fE.mid","Foote, Arthur"
"5 Poems after Omar Khayyam, Op.41","../GiantMIDI/midis/Foote, Arthur, 5 Poems after Omar Khayyam, Op.41, z9gDl_h3SkE.mid","Foote, Arthur"
"20 Preludes, Op.52","../GiantMIDI/midis/Foote, Arthur, 20 Preludes, Op.52, VNSUJ0tdHwE.mid","Foote, Arthur"
"5 Silhouettes, Op.73","../GiantMIDI/midis/Foote, Arthur, 5 Silhouettes, Op.73, NsTnaOIxKHM.mid","Foote, Arthur"
"Étude de concert, Op.15","../GiantMIDI/midis/Forgues, Émile, Étude de concert, Op.15, 0TjN5ie2hlY.mid","Forgues, Émile"
Mélancolie,"../GiantMIDI/midis/Forgues, Émile, Mélancolie, NqMclNO-IiI.mid","Forgues, Émile"
Etude melodique,"../GiantMIDI/midis/Foroni, Jacopo, Etude melodique, vGoO4P-7FGo.mid","Foroni, Jacopo"
Jupiter,"../GiantMIDI/midis/Forqueray, Antoine, Jupiter, J-uYmPKIcrw.mid","Forqueray, Antoine"
O weh der Zeit,"../GiantMIDI/midis/Forster, Georg, O weh der Zeit, P-_whjCSTPA.mid","Forster, Georg"
"Prelude and Fugue, Op.25","../GiantMIDI/midis/Forsyth, Wesley Octavius, Prelude and Fugue, Op.25, XTCi1Qtc_vs.mid","Forsyth, Wesley Octavius"
La capricieuse,"../GiantMIDI/midis/Foscarina, Mario, La capricieuse, AANa0tqvdps.mid","Foscarina, Mario"
"Feuillets d'album, Op.20","../GiantMIDI/midis/Foscarina, Mario, Feuillets d'album, Op.20, XGcf0chOIWs.mid","Foscarina, Mario"
Mazurka brillante,"../GiantMIDI/midis/Foscarina, Mario, Mazurka brillante, VLinqKTG8L4.mid","Foscarina, Mario"
Autumn Waltz,"../GiantMIDI/midis/Foster, Stephen, Autumn Waltz, msLNllu3Ad0.mid","Foster, Stephen"
Holiday Schottische,"../GiantMIDI/midis/Foster, Stephen, Holiday Schottische, rzeafxLsnzE.mid","Foster, Stephen"
Quadrilles,"../GiantMIDI/midis/Foster, Stephen, Quadrilles, J8PbxBCqsHU.mid","Foster, Stephen"
Santa Anna's Retreat,"../GiantMIDI/midis/Foster, Stephen, Santa Anna's Retreat, g2K8OzNbVVw.mid","Foster, Stephen"
Soiree Polka,"../GiantMIDI/midis/Foster, Stephen, Soiree Polka, Bw1U6pLEbPg.mid","Foster, Stephen"
Tioga Waltz,"../GiantMIDI/midis/Foster, Stephen, Tioga Waltz, n7pIFpcgndI.mid","Foster, Stephen"
The Village Bells,"../GiantMIDI/midis/Foster, Stephen, The Village Bells, 2M0Q5fJykuk.mid","Foster, Stephen"
"Près du lac, Op.1","../GiantMIDI/midis/Fouque, Octave, Près du lac, Op.1, H8o8TCH0W1U.mid","Fouque, Octave"
"Promenade, Op.13","../GiantMIDI/midis/Fouque, Octave, Promenade, Op.13, VOTG_b-5PN0.mid","Fouque, Octave"
Suite pittoresque,"../GiantMIDI/midis/Fourdrain, Félix, Suite pittoresque, -vdXsJdTnw4.mid","Fourdrain, Félix"
Dolce far niente,"../GiantMIDI/midis/Fradel, Charles, Dolce far niente, Gg3n9z5zuJg.mid","Fradel, Charles"
La Forza del Destino,"../GiantMIDI/midis/Fradel, Charles, La Forza del Destino, XrgHEiyloU0.mid","Fradel, Charles"
Le rêve,"../GiantMIDI/midis/Fradel, Charles, Le rêve, cB2jV_aotjs.mid","Fradel, Charles"
Dança popular,"../GiantMIDI/midis/Fragoso, António, Dança popular, HAyGf8ErBIk.mid","Fragoso, António"
Petite Suite,"../GiantMIDI/midis/Fragoso, António, Petite Suite, HaE6zdNbJNY.mid","Fragoso, António"
"Ballade, Op.9","../GiantMIDI/midis/Franck, César, Ballade, Op.9, 7OeSKqlu7bs.mid","Franck, César"
Danse lente,"../GiantMIDI/midis/Franck, César, Danse lente, QzWN_zYndfM.mid","Franck, César"
3 Early Pieces,"../GiantMIDI/midis/Franck, César, 3 Early Pieces, vRt6joqXKMY.mid","Franck, César"
"Eglogue, Op.3","../GiantMIDI/midis/Franck, César, Eglogue, Op.3, pBML9ZahOKU.mid","Franck, César"
Les plaintes d'une poupée,"../GiantMIDI/midis/Franck, César, Les plaintes d'une poupée, x4XVD8J-8go.mid","Franck, César"
"Prélude, Choral et Fugue","../GiantMIDI/midis/Franck, César, Prélude, Choral et Fugue, rbCwkXP2oTI.mid","Franck, César"
"12 Gesänge, Op.1","../GiantMIDI/midis/Franz, Robert, 12 Gesänge, Op.1, QfdyiyhTl4I.mid","Franz, Robert"
"12 Gesänge, Op.4","../GiantMIDI/midis/Franz, Robert, 12 Gesänge, Op.4, Pfq2Y2sPCH0.mid","Franz, Robert"
"6 Gesänge, Op.9","../GiantMIDI/midis/Franz, Robert, 6 Gesänge, Op.9, YrfKxuwVVSU.mid","Franz, Robert"
"6 Gesänge, Op.11","../GiantMIDI/midis/Franz, Robert, 6 Gesänge, Op.11, aeiomO5t7BI.mid","Franz, Robert"
"6 Gesänge, Op.14","../GiantMIDI/midis/Franz, Robert, 6 Gesänge, Op.14, bq1DvZEvBMc.mid","Franz, Robert"
"6 Gesänge, Op.16","../GiantMIDI/midis/Franz, Robert, 6 Gesänge, Op.16, loABBA1GkXU.mid","Franz, Robert"
"6 Gesänge, Op.20","../GiantMIDI/midis/Franz, Robert, 6 Gesänge, Op.20, dGLn7f01jIY.mid","Franz, Robert"
"6 Gesänge, Op.28","../GiantMIDI/midis/Franz, Robert, 6 Gesänge, Op.28, y7d7fzug8XU.mid","Franz, Robert"
"6 Gesänge, Op.36","../GiantMIDI/midis/Franz, Robert, 6 Gesänge, Op.36, OTjsqzNwR8s.mid","Franz, Robert"
"6 Gesänge, Op.40","../GiantMIDI/midis/Franz, Robert, 6 Gesänge, Op.40, gUYxezHVFNI.mid","Franz, Robert"
Aires Andinos,"../GiantMIDI/midis/Frautschi, Franz, Aires Andinos, M1Jl6pEGmfM.mid","Frautschi, Franz"
Piano Sonata,"../GiantMIDI/midis/Freed, Isadore, Piano Sonata, 6dRAYQOD-TQ.mid","Freed, Isadore"
Home Sweet Home,"../GiantMIDI/midis/Freeman, James J., Home Sweet Home, -rmXOWOA0A4.mid","Freeman, James J."
An autumn reverie,"../GiantMIDI/midis/French, Gordon, An autumn reverie, n3LY3qK7Ll0.mid","French, Gordon"
Fairy footsteps,"../GiantMIDI/midis/French, Gordon, Fairy footsteps, 8izMLbAvJmk.mid","French, Gordon"
"Peace, Op.40","../GiantMIDI/midis/French, Gordon, Peace, Op.40, C6y69PtsVWo.mid","French, Gordon"
"Bergamasca, F 12.46","../GiantMIDI/midis/Frescobaldi, Girolamo, Bergamasca, F 12.46, Jo-sda0HHXo.mid","Frescobaldi, Girolamo"
"Canzon quarti toni dopo il post Comune, F 12.33","../GiantMIDI/midis/Frescobaldi, Girolamo, Canzon quarti toni dopo il post Comune, F 12.33, u-lmfwfr11I.mid","Frescobaldi, Girolamo"
"Canzon sopra Primo tono, F 9.11","../GiantMIDI/midis/Frescobaldi, Girolamo, Canzon sopra Primo tono, F 9.11, Hrh-y0VDuMU.mid","Frescobaldi, Girolamo"
"Canzon sopra Primo tono, F 9.12","../GiantMIDI/midis/Frescobaldi, Girolamo, Canzon sopra Primo tono, F 9.12, Hrh-y0VDuMU.mid","Frescobaldi, Girolamo"
"Canzona terza, F 3.15","../GiantMIDI/midis/Frescobaldi, Girolamo, Canzona terza, F 3.15, nY7QIIul2-g.mid","Frescobaldi, Girolamo"
"Capriccio cromatico con ligature al contrario, F 4.08","../GiantMIDI/midis/Frescobaldi, Girolamo, Capriccio cromatico con ligature al contrario, F 4.08, VEDRnYpRXwQ.mid","Frescobaldi, Girolamo"
"Capriccio sopra l'aria di Ruggiero, F 4.12","../GiantMIDI/midis/Frescobaldi, Girolamo, Capriccio sopra l'aria di Ruggiero, F 4.12, Lt86io6IRQ8.mid","Frescobaldi, Girolamo"
"Fantasia prima sopra un soggietto, F 6.01","../GiantMIDI/midis/Frescobaldi, Girolamo, Fantasia prima sopra un soggietto, F 6.01, Fj72R9buUO0.mid","Frescobaldi, Girolamo"
"Fantasia quarta sopra doi sogietti, F 6.04","../GiantMIDI/midis/Frescobaldi, Girolamo, Fantasia quarta sopra doi sogietti, F 6.04, oi5iF3aMf0o.mid","Frescobaldi, Girolamo"
"Partita sopra l'aria della Romanesca, F 2.13","../GiantMIDI/midis/Frescobaldi, Girolamo, Partita sopra l'aria della Romanesca, F 2.13, 3rk8Pml1vWU.mid","Frescobaldi, Girolamo"
"Passagiato 'Ancidetimi Pur', F 3.12","../GiantMIDI/midis/Frescobaldi, Girolamo, Passagiato 'Ancidetimi Pur', F 3.12, uY6euM4rsJY.mid","Frescobaldi, Girolamo"
Recercar primo,"../GiantMIDI/midis/Frescobaldi, Girolamo, Recercar primo, o_C7R3XeN6s.mid","Frescobaldi, Girolamo"
"Recercar secondo, F 9.02","../GiantMIDI/midis/Frescobaldi, Girolamo, Recercar secondo, F 9.02, pBLuf5DanZw.mid","Frescobaldi, Girolamo"
"Recercar sopra Mi, re, fa, mi, F 9.04","../GiantMIDI/midis/Frescobaldi, Girolamo, Recercar sopra Mi, re, fa, mi, F 9.04, dpsZg5TYdoA.mid","Frescobaldi, Girolamo"
"Recercar sopra Sol, mi, fa, la, sol, F 9.07","../GiantMIDI/midis/Frescobaldi, Girolamo, Recercar sopra Sol, mi, fa, la, sol, F 9.07, FccMJehdGsw.mid","Frescobaldi, Girolamo"
"Recercar terzo, F 9.03","../GiantMIDI/midis/Frescobaldi, Girolamo, Recercar terzo, F 9.03, sPW6aTVyF7c.mid","Frescobaldi, Girolamo"
Valse-intermezzo,"../GiantMIDI/midis/Frey, Adolf, Valse-intermezzo, I8Y8YSEVyJY.mid","Frey, Adolf"
"Kleine slavische suite, Op.38","../GiantMIDI/midis/Frey, Emil, Kleine slavische suite, Op.38, DMGynkJFvmY.mid","Frey, Emil"
"Suite No.6, Op.66","../GiantMIDI/midis/Frey, Emil, Suite No.6, Op.66, CEfG8L02IMA.mid","Frey, Emil"
Valse de concert,"../GiantMIDI/midis/Frey, Emil, Valse de concert, RSfWpALchno.mid","Frey, Emil"
Phantazz 21,"../GiantMIDI/midis/Friedl, Aleš, Phantazz 21, Fuz-sVGhE14.mid","Friedl, Aleš"
Pianino No.1,"../GiantMIDI/midis/Friedl, Aleš, Pianino No.1, hx0sIXbYUBc.mid","Friedl, Aleš"
Val-Jar,"../GiantMIDI/midis/Friedl, Aleš, Val-Jar, aMqYcc3D_Tc.mid","Friedl, Aleš"
"5 Aquarelles, Op.18","../GiantMIDI/midis/Friedman, Ignaz, 5 Aquarelles, Op.18, EgXflY0k3KM.mid","Friedman, Ignaz"
"Ballade, Op.66","../GiantMIDI/midis/Friedman, Ignaz, Ballade, Op.66, hUQMSrTqViM.mid","Friedman, Ignaz"
"Estampes, Op.22a","../GiantMIDI/midis/Friedman, Ignaz, Estampes, Op.22a, 7MiyKnYouDU.mid","Friedman, Ignaz"
"Etudes, Op.47","../GiantMIDI/midis/Friedman, Ignaz, Etudes, Op.47, ftGk1LRbIBE.mid","Friedman, Ignaz"
"Etudes, Op.63","../GiantMIDI/midis/Friedman, Ignaz, Etudes, Op.63, o4dl0i-8YZQ.mid","Friedman, Ignaz"
"4 Klavierstücke, Op.27","../GiantMIDI/midis/Friedman, Ignaz, 4 Klavierstücke, Op.27, h0hvkTJ58IE.mid","Friedman, Ignaz"
"2 Mazurkas, Op.49","../GiantMIDI/midis/Friedman, Ignaz, 2 Mazurkas, Op.49, tLNsu1JiG-o.mid","Friedman, Ignaz"
"6 Mazurkas, Op.85","../GiantMIDI/midis/Friedman, Ignaz, 6 Mazurkas, Op.85, y79NVAuXCnY.mid","Friedman, Ignaz"
"5 Morceaux, Op.81","../GiantMIDI/midis/Friedman, Ignaz, 5 Morceaux, Op.81, pE1mbJLBHOY.mid","Friedman, Ignaz"
"Passacaglia, Op.44","../GiantMIDI/midis/Friedman, Ignaz, Passacaglia, Op.44, 3hzkqYamWxI.mid","Friedman, Ignaz"
"3 Pieces, Op.33","../GiantMIDI/midis/Friedman, Ignaz, 3 Pieces, Op.33, zeyMXyTKWJk.mid","Friedman, Ignaz"
"4 Preludes, Op.29","../GiantMIDI/midis/Friedman, Ignaz, 4 Preludes, Op.29, AYWz64r1UvI.mid","Friedman, Ignaz"
"4 Preludes, Op.48","../GiantMIDI/midis/Friedman, Ignaz, 4 Preludes, Op.48, AYWz64r1UvI.mid","Friedman, Ignaz"
"4 Preludes, Op.61","../GiantMIDI/midis/Friedman, Ignaz, 4 Preludes, Op.61, AYWz64r1UvI.mid","Friedman, Ignaz"
"8 Preludes, Op.80","../GiantMIDI/midis/Friedman, Ignaz, 8 Preludes, Op.80, sADT0GjkSwY.mid","Friedman, Ignaz"
"Stimmungen, Op.79","../GiantMIDI/midis/Friedman, Ignaz, Stimmungen, Op.79, _Yncxyhp8_g.mid","Friedman, Ignaz"
"Strophes, Op.71","../GiantMIDI/midis/Friedman, Ignaz, Strophes, Op.71, qM8Af-jqOR8.mid","Friedman, Ignaz"
"Epiphania, Op.13","../GiantMIDI/midis/Fries, Albin, Epiphania, Op.13, J9sZ9hahA38.mid","Fries, Albin"
"Jardin d'hiver, Op.15","../GiantMIDI/midis/Fries, Albin, Jardin d'hiver, Op.15, yC0hP-s8fx0.mid","Fries, Albin"
"Piano Sonata No.2, Op.44","../GiantMIDI/midis/Fries, Albin, Piano Sonata No.2, Op.44, M7EDrvNnYkc.mid","Fries, Albin"
"Waldszenen, Op.45","../GiantMIDI/midis/Fries, Albin, Waldszenen, Op.45, sLejIsVToDM.mid","Fries, Albin"
After Sundown,"../GiantMIDI/midis/Friml, Rudolf, After Sundown, 2bkxV9x3Uyk.mid","Friml, Rudolf"
Amour coquet,"../GiantMIDI/midis/Friml, Rudolf, Amour coquet, fuWl1trW8ds.mid","Friml, Rudolf"
"Aubade, Op.25","../GiantMIDI/midis/Friml, Rudolf, Aubade, Op.25, aK7-wjzgR5s.mid","Friml, Rudolf"
"La bouderie, Op.43","../GiantMIDI/midis/Friml, Rudolf, La bouderie, Op.43, 3C6NwCYLSLc.mid","Friml, Rudolf"
"Chant sans paroles, Op.49","../GiantMIDI/midis/Friml, Rudolf, Chant sans paroles, Op.49, pAg-eKm1LJ0.mid","Friml, Rudolf"
"Concert Waltz, Op.12","../GiantMIDI/midis/Friml, Rudolf, Concert Waltz, Op.12, 7lPbvcG8AJQ.mid","Friml, Rudolf"
"La danse des demoiselles, Op.48","../GiantMIDI/midis/Friml, Rudolf, La danse des demoiselles, Op.48, MhyEC4G94pQ.mid","Friml, Rudolf"
Echoes of Spring,"../GiantMIDI/midis/Friml, Rudolf, Echoes of Spring, 5lFv8-ss4pY.mid","Friml, Rudolf"
"Egyptian Dance, Op.41","../GiantMIDI/midis/Friml, Rudolf, Egyptian Dance, Op.41, O81fwzr9_io.mid","Friml, Rudolf"
From My Garden,"../GiantMIDI/midis/Friml, Rudolf, From My Garden, DT9DQ9V-UBQ.mid","Friml, Rudolf"
A Garden Matinee,"../GiantMIDI/midis/Friml, Rudolf, A Garden Matinee, OrTcXU18GrE.mid","Friml, Rudolf"
"Légende, Op.66","../GiantMIDI/midis/Friml, Rudolf, Légende, Op.66, Rtdte1eVouI.mid","Friml, Rudolf"
Love Messages,"../GiantMIDI/midis/Friml, Rudolf, Love Messages, YKTYebWT2Lk.mid","Friml, Rudolf"
"Music-Box, Op.69","../GiantMIDI/midis/Friml, Rudolf, Music-Box, Op.69, se24uBrOUYQ.mid","Friml, Rudolf"
"Suite lyrique, Op.85","../GiantMIDI/midis/Friml, Rudolf, Suite lyrique, Op.85, -AWSu3pmcJM.mid","Friml, Rudolf"
"Suite mignonne, Op.35","../GiantMIDI/midis/Friml, Rudolf, Suite mignonne, Op.35, uEsfMF2xtC8.mid","Friml, Rudolf"
"Capriccio in G major, FbWV 509","../GiantMIDI/midis/Froberger, Johann Jacob, Capriccio in G major, FbWV 509, Sb83k4pIdYM.mid","Froberger, Johann Jacob"
"Partita auff die Mayerin, FbWV 606","../GiantMIDI/midis/Froberger, Johann Jacob, Partita auff die Mayerin, FbWV 606, FCLQEGCmb1k.mid","Froberger, Johann Jacob"
"Partita in E minor, FbWV 607","../GiantMIDI/midis/Froberger, Johann Jacob, Partita in E minor, FbWV 607, dE-TaqpFfO8.mid","Froberger, Johann Jacob"
Chant d'amour,"../GiantMIDI/midis/Frommel, H.C., Chant d'amour, Hmm-wQA6u3o.mid","Frommel, H.C."
Love among Flowers,"../GiantMIDI/midis/Frommel, H.C., Love among Flowers, yCgjSG3H-zA.mid","Frommel, H.C."
Twilight Fancies,"../GiantMIDI/midis/Frommel, H.C., Twilight Fancies, snhwdN_KI70.mid","Frommel, H.C."
Baciami!...,"../GiantMIDI/midis/Frontini, Francesco Paolo, Baciami!..., 48B_cguiLw4.mid","Frontini, Francesco Paolo"
Canzone a vespro,"../GiantMIDI/midis/Frontini, Francesco Paolo, Canzone a vespro, JIhTBXA0DMc.mid","Frontini, Francesco Paolo"
Capricieuse,"../GiantMIDI/midis/Frontini, Francesco Paolo, Capricieuse, UheHd7v-aNw.mid","Frontini, Francesco Paolo"
Dolce voluttà,"../GiantMIDI/midis/Frontini, Francesco Paolo, Dolce voluttà, twtvxlfuEpU.mid","Frontini, Francesco Paolo"
Impression Musicale,"../GiantMIDI/midis/Frontini, Francesco Paolo, Impression Musicale, AUcyuWotWaE.mid","Frontini, Francesco Paolo"
Nel crepuscolo,"../GiantMIDI/midis/Frontini, Francesco Paolo, Nel crepuscolo, Ybjllaoyz4I.mid","Frontini, Francesco Paolo"
Nuvolette Bianche,"../GiantMIDI/midis/Frontini, Francesco Paolo, Nuvolette Bianche, fRbXdAeBpMY.mid","Frontini, Francesco Paolo"
Serenata araba,"../GiantMIDI/midis/Frontini, Francesco Paolo, Serenata araba, xFTCva_GSHI.mid","Frontini, Francesco Paolo"
Le Filatrici,"../GiantMIDI/midis/Frontini, Martino, Le Filatrici, IxlmAolNv_c.mid","Frontini, Martino"
La Siciliana,"../GiantMIDI/midis/Frontini, Martino, La Siciliana, u_u82UNfIZo.mid","Frontini, Martino"
That Merry Wanderer of the Night,"../GiantMIDI/midis/Fry, James, That Merry Wanderer of the Night, lteEwMMAiSA.mid","Fry, James"
8 Mindre pianostycken,"../GiantMIDI/midis/Fryklöf, Harald, 8 Mindre pianostycken, LfYB3issUCk.mid","Fryklöf, Harald"
Frenetisch frische Frettchen,"../GiantMIDI/midis/Fuchs, Armin, Frenetisch frische Frettchen, S_fuCqZLxiQ.mid","Fuchs, Armin"
"Piano Sonata No.1, Op.19","../GiantMIDI/midis/Fuchs, Robert, Piano Sonata No.1, Op.19, 4NjrVtdobXg.mid","Fuchs, Robert"
"Piano Sonata No.3, Op.109","../GiantMIDI/midis/Fuchs, Robert, Piano Sonata No.3, Op.109, V0l8-H7vZEU.mid","Fuchs, Robert"
"Waltzes, Op.110","../GiantMIDI/midis/Fuchs, Robert, Waltzes, Op.110, c9Ye0F8EfIQ.mid","Fuchs, Robert"
Evening Chimes,"../GiantMIDI/midis/Fulton, Bert Lee, Evening Chimes, rj4sSmUjgms.mid","Fulton, Bert Lee"
Marcia reale d'ordinanza,"../GiantMIDI/midis/Gabetti, Giuseppe, Marcia reale d'ordinanza, Y8Khg1sFM-I.mid","Gabetti, Giuseppe"
Canzon detta 'Je ne diray mot bergiere',"../GiantMIDI/midis/Gabrieli, Andrea, Canzon detta 'Je ne diray mot bergiere', s044aVJOs2o.mid","Gabrieli, Andrea"
Madrigale detto 'Con lei foss’io',"../GiantMIDI/midis/Gabrieli, Andrea, Madrigale detto 'Con lei foss’io', y8Tl_N8zqfA.mid","Gabrieli, Andrea"
Ricercar 'Anchor che co'l partire',"../GiantMIDI/midis/Gabrieli, Andrea, Ricercar 'Anchor che co'l partire', XPvKNiazh2s.mid","Gabrieli, Andrea"
"Canzon, Ch.233","../GiantMIDI/midis/Gabrieli, Giovanni, Canzon, Ch.233, 3rU0driQP6U.mid","Gabrieli, Giovanni"
"Ricercar noni toni, Ch.226","../GiantMIDI/midis/Gabrieli, Giovanni, Ricercar noni toni, Ch.226, BqIfGuUErWw.mid","Gabrieli, Giovanni"
"Melodie, Op.8","../GiantMIDI/midis/Gabrilowitsch, Ossip, Melodie, Op.8, qJEfiRJstF4.mid","Gabrilowitsch, Ossip"
"2 Piano Pieces, Op.3","../GiantMIDI/midis/Gabrilowitsch, Ossip, 2 Piano Pieces, Op.3, f8FyatX6Gjg.mid","Gabrilowitsch, Ossip"
"2 Piano Pieces, Op.12","../GiantMIDI/midis/Gabrilowitsch, Ossip, 2 Piano Pieces, Op.12, 9uBsnzPnyjI.mid","Gabrilowitsch, Ossip"
Children's Pieces for Grown-Ups,"../GiantMIDI/midis/Gabunia, Nodar, Children's Pieces for Grown-Ups, tg9eJnSI5Lk.mid","Gabunia, Nodar"
Dedication,"../GiantMIDI/midis/Gabunia, Nodar, Dedication, JKyLeUU9dRg.mid","Gabunia, Nodar"
Improvisation and Toccata,"../GiantMIDI/midis/Gabunia, Nodar, Improvisation and Toccata, sn2sVhMRAKY.mid","Gabunia, Nodar"
Piano Sonata No.2,"../GiantMIDI/midis/Gabunia, Nodar, Piano Sonata No.2, vtbImm0IHNU.mid","Gabunia, Nodar"
Jalousie,"../GiantMIDI/midis/Gade, Jacob, Jalousie, ZUW_DKlM8Og.mid","Gade, Jacob"
"Akvareller, Op.19","../GiantMIDI/midis/Gade, Niels, Akvareller, Op.19, Icvku5HpxGc.mid","Gade, Niels"
"Akvareller, Op.57","../GiantMIDI/midis/Gade, Niels, Akvareller, Op.57, uKm4qjcXisM.mid","Gade, Niels"
"Arabeske in F major, Op.27","../GiantMIDI/midis/Gade, Niels, Arabeske in F major, Op.27, aIxOskB-n98.mid","Gade, Niels"
"4 Fantasiestykker, Op.41","../GiantMIDI/midis/Gade, Niels, 4 Fantasiestykker, Op.41, 67XOFOgrC1k.mid","Gade, Niels"
"4 Idyllen, Op.34","../GiantMIDI/midis/Gade, Niels, 4 Idyllen, Op.34, xUceSHMFd3M.mid","Gade, Niels"
"Bonne mère, Op.36","../GiantMIDI/midis/Gael, Henri van, Bonne mère, Op.36, WqFkEDgZNHI.mid","Gael, Henri van"
"Consolation, Op.178","../GiantMIDI/midis/Gael, Henri van, Consolation, Op.178, BG-44lbynv8.mid","Gael, Henri van"
"Joyeuse entrée, Op.71","../GiantMIDI/midis/Gael, Henri van, Joyeuse entrée, Op.71, 3EQ4sO4glPo.mid","Gael, Henri van"
"Joyeuse nouvelle, Op.177","../GiantMIDI/midis/Gael, Henri van, Joyeuse nouvelle, Op.177, xczXQKngsmQ.mid","Gael, Henri van"
"Kermesse flamande, Op.62","../GiantMIDI/midis/Gael, Henri van, Kermesse flamande, Op.62, gz8i-II6fKA.mid","Gael, Henri van"
"Tarentelle, Op.65","../GiantMIDI/midis/Gael, Henri van, Tarentelle, Op.65, 1_jpGHZN-Po.mid","Gael, Henri van"
Hieroglifo,"../GiantMIDI/midis/Gallet, Luciano, Hieroglifo, O2JV-Kws1d8.mid","Gallet, Luciano"
Nhô Chico,"../GiantMIDI/midis/Gallet, Luciano, Nhô Chico, 5hL0Gl6zeC0.mid","Gallet, Luciano"
Piccina mia,"../GiantMIDI/midis/Gallini, Luigi, Piccina mia, IVfPRzB5KYg.mid","Gallini, Luigi"
Sonata VII,"../GiantMIDI/midis/Gallés, Josep, Sonata VII, 0HeeV1kElI0.mid","Gallés, Josep"
La baie des anges,"../GiantMIDI/midis/Galos, Giselle, La baie des anges, JyDR-MwQDzY.mid","Galos, Giselle"
Dolorosa,"../GiantMIDI/midis/Galos, Giselle, Dolorosa, DtoHRWEx1dQ.mid","Galos, Giselle"
