,Work Title,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Composer Time Period,Piece Style,Instrumentation,url,Alternative Title,First Publication,Name Translations,Name Aliases,Authorities,Year/Date of Composition,Dedication,Average Duration,Copyright Information,Language,Librettist
00886,Fantasie,"Schubert, Franz",D.760 ; Op.15,IFS 204,C major,"4 movements:
Allegro con fuoco ma non troppo (188 bars)
Adagio (57 bars)
Presto (354 bars)
Allegro (123 bars)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Fantasie_in_C_major,_D.760_(Schubert,_Franz)",Wanderer-fantasie,".
1823 (February) - Vienna: Cappi & Diabelli, Plate C. & P. No. 1174","Wanderer-Fantasie
;
Wanderer Fantasy
;
Fantaisie en ut majeur de Schubert
;
Fantasia -Wanderer- D 760
;
さすらい人幻想曲
;
流浪者幻想曲
;
Фантазія мандрівник","Fantaisie 'Wandererfantasie'
;
Wandererfantasie
;
Wandererphantasie
;
Fantasy in C Major, D. 760, ""Wandererfantasie""","Wikipedia
;
GND
:
300140320","1822 (November)
First Perf
ormance
.
1832 in Vienna, Musikverein*
Karl Maria von Bocklet (piano)",Emm. Edler von Liebenberg-Zittin,20 minutes,,,
354764,Шесть маленьких пьес,"Lyapunov, Sergey",,ISL 12,,6,Romantic,Romantic,Piano,"https://imslp.org/wiki/6_Little_Pieces_for_Piano_(Lyapunov,_Sergey)",Six Little Pieces,,,,,1918-23,,,,,
82782,6 Etudes de Concert,"Backer-Grøndahl, Agathe",Op.11,IAB 13,,6,Romantic,Romantic,Piano,"https://imslp.org/wiki/6_Etudes_de_concert,_Op.11_(Backer-Gr%C3%B8ndahl,_Agathe)",,".
1881","Six études de concert
;
Études de concert composée pour piano",Six etudes de concert,,,"Theodore Kullak
(1-3) ;
Edmund Neupert
(4-6)",,,,
07209,4 Morceaux caractéristiques,"Sinding, Christian",Op.53,ICS 41,,"4 pieces:
Minuetto
Nocturne
A la burla
Scherzo",Romantic,Romantic,Piano,"https://imslp.org/wiki/4_Morceaux_caract%C3%A9ristiques,_Op.53_(Sinding,_Christian)",,,,,,1900,,,,,
121770,Reflets du passé,"Gottschalk, Louis Moreau",Op.28,ILG 86,B minor - B major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Reflets_du_pass%C3%A9,_Op.28_(Gottschalk,_Louis_Moreau)",,,,,,,,,,,
301836,Fugue in C minor,"Mendelssohn, Felix","MWV
W 18",IFM 39,C minor,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Fugue_in_C_minor,_MWV_W_18_(Mendelssohn,_Felix)",,".
1977",,,,1834,,,,,
02881,Le chemin de fer,"Alkan, Charles-Valentin",Op.27,ICA 10,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Le_chemin_de_fer,_Op.27_(Alkan,_Charles-Valentin)",Etude for Piano,".
1845 – Paris:
Richault
(?)","Le chemin de fer, Op. 27
;
鉄道
;
La Fervojo
;
Железная дорога (Алькан)",,Wikipedia,1844,,,"Publication noted in the
Bibliographie de la France
(34th Year, No.9, 1 March 1845, p.120).",,
06019,Zwölf Stücke für die Orgel,"Reger, Max",Op.59,IMR 209,,"12 pieces:
Heft 1
1. Präludium
2. Pastorale
3. Intermezzo
4. Kanon
5. Toccata
6. Fuge
Heft 2
7. Kyrie Eleison
8. Gloria in excelsis
9. Benedictus
10. Capriccio
11. Melodia
12. Te Deum",Romantic,Romantic,Piano,"https://imslp.org/wiki/12_St%C3%BCcke_f%C3%BCr_die_Orgel,_Op.59_(Reger,_Max)",,".
1901",,,,1901,,,,,
07721,Ossian,"Gottschalk, Louis Moreau",Op.4,ILG 74,,"2 ballades:
No.1 in F-sharp major
No.2 in E major",Romantic,Romantic,Piano,"https://imslp.org/wiki/Ossian,_Op.4_(Gottschalk,_Louis_Moreau)",Ossian - 2 Ballades,".
1850 – Paris:
Bureau central de musique
(plate B.C. 1137) // Mainz: Schott",,,,,Camille Pleyel,,,,
288198,Fantaisie sur des motifs favoris de l'opéra 'Le planteur',"Kontski, Anton de",Op.34,IAK 6,A major,"4 sections without pause
Introduzione. Andante
Theme. Andante ma non troppo
Allegro non troppo (C major) — Vivace
Finale — Allegro molto brillante",Romantic,Romantic,Piano,"https://imslp.org/wiki/Fantaisie_sur_%27Le_planteur%27,_Op.34_(Kontski,_Anton_de)","Fantaisie pour le piano sur des motifs favoris de l'opéra Le planteur, de Monpou",".
1839 or earlier
Hofmeister's
Monatsbericht
(1839), p.150
(Schott)",,,,,Henri Herz,,,,
06408,Fantasia,"Bach, Johann Sebastian",BWV Anh.86,IJB 156,C minor,1,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fantasia_in_C_minor,_BWV_Anh.86_(Bach,_Johann_Sebastian)",,".
1894",,,,,,,,,
13761,Marche funèbre de Dom Sébastien de Donizetti,"Liszt, Franz",S.402 ; LW.A108,IFL 239,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Marche_fun%C3%A8bre_de_Dom_S%C3%A9bastien_de_Donizetti,_S.402_(Liszt,_Franz)",,".
1844",,,,1844,Queen Maria da Gloria of Portugal,,,,
96245,Aus froher Kinderzeit,"Schytte, Ludvig",Op.69,ILS 3,,"12
Der Postillon (The Postman)
Fröhliche Wanderung (The Happy Wandering)
Das Schaukelpferd (The Rocking Horse)
Vöglein im Walde (Little Bird in the Woods)
Die Meernixe (The Mermaid)
In der Mühle (At the Mill)
Die Soldaten zeihen vorüber (The Soldiers pass by)
Die Zigeuner (The Gypsies)
Grossmutter erzählt (Grandmother's Tale)
Ländliches Fest (Country Festival)
Märchen (March)
Gute Nacht! (Good Night!)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Aus_froher_Kinderzeit,_Op.69_(Schytte,_Ludvig)",12 Klavierstücke für die Jugend,,,,,,,,,,
451409,In dich Ich hab gehoffet,"Pachelbel, Johann",P.209 ; T.47,IJP 98,F major,1 chorale prelude,Baroque,Baroque,Piano,"https://imslp.org/wiki/In_dich_hab_ich_gehoffet,_Herr,_P.209_(Pachelbel,_Johann)",,".
1903 or before",,,,,,,,,
09141,Faribolo Pasteur,"Liszt, Franz",S.236/1 ; LW.A106,IFL 110,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Faribolo_Pasteur,_S.236/1_(Liszt,_Franz)",Chanson tirée du poème de Françonetto de Jacques Jasmin,".
1844",,,,1844,Countess Caroline d'Artigaux,,,,
384776,2 Piano Pieces,"Reinhold, Hugo",Op.15,IHR 35,,"2 pieces
Romanze
Walzer",Romantic,Romantic,Piano,"https://imslp.org/wiki/2_Piano_Pieces,_Op.15_(Reinhold,_Hugo)",,".
1880",,,,,,,,,
11013,Russian Suite No.1,"Godowsky, Leopold",,ILG 36,,"4 movements
The Thistle
Kamarinskaja
On the Mountain of Mack
The Maiden Making Garlands",Early 20th century,Romantic,Piano,"https://imslp.org/wiki/Russian_Suite_No.1_(Godowsky,_Leopold)",,".
1915",,,,,,,,,
210043,In der Gondel,"Oesten, Theodore",Op.366,ITO 25,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/In_der_Gondel,_Op.366_(Oesten,_Theodore)","Melodie
Boat Song",".
1868 – Leipzig: Merseburger",,,,,,,,,
504601,3 Diversités,"Noskowski, Zygmunt",Op.41,IZN 32,,"3 movements:
Krakowiak-Caprice
Humoresque
Soupirs",Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Diversit%C3%A9s,_Op.41_(Noskowski,_Zygmunt)",Diversites. 3 pieces caracteristiques pour piano. Op. 41. par Sigismond Noskowski.,,,,,,Georges Liebling,,,,
413010,Fantasiestücke nach Liedern von Robert Schumann,"Lange, Gustav",Op.124,IGL 28,,"12 pieces:
Ich grolle nicht
Op.48 No.7
Wanderlied (Wohlauf noch getrunken)
Op.35 No.3
Die Lotosblume
Du bist wie eine Blume
Op.25No.24
Wenn ich ein Vöglein wär'
Dein Angesicht
Erstes Grün
Dein Bildniss wunderselig
Frühlingsnacht (Ueber'm Garten durch die Lüfte)
Waldegespräch
Mondnacht (Es war als hätte der Himmel)
Op.39 No.5
Die Stille (Es weiss und räth es doch Keiner)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Fantasiest%C3%BCcke_nach_Liedern_von_Robert_Schumann,_Op.124_(Lange,_Gustav)",,".
1872 – Breslau:
Julius Hainauer",,,,,,,,,
02762,Étude symphonique,"Chaminade, Cécile",Op.28,ICC 76,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/%C3%89tude_symphonique,_Op.28_(Chaminade,_C%C3%A9cile)",,".
1890",,,,,"à
Ignacy Jan Paderewski",,,,
100583,Variations brillantes sur un air irlandaise,"Kalkbrenner, Friedrich Wilhelm",Op.25,IFK 92,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Variations_brillantes_sur_un_air_irlandaise,_Op.25_(Kalkbrenner,_Friedrich_Wilhelm)",7 Variations sur Air irlandais,,,,,,,,,,
01319,Prelude and Fugue in F minor,"Bach, Johann Sebastian",BWV 534 ; BWV App B 38 ; BC J 20,IJB 534,F minor,"2 sections:
Præludium
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_F_minor,_BWV_534_(Bach,_Johann_Sebastian)",Præludium et Fuga in f,".
1867 (BGA)",,,,1710?,,,,,
13518,Ungarischer Sturmmarsch,"Liszt, Franz",S.232 ; LW.A112/1,IFL 352,E minor,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Seconde_marche_hongroise,_S.232_(Liszt,_Franz)",Seconde marche hongroise,".
1844",,,,1844,Count László Teleki (1811–1861),,,,
08519,2 Tarantelles,"Heller, Stephen",Op.137,ISH 112,,2,Romantic,Romantic,Piano,"https://imslp.org/wiki/2_Tarantelles,_Op.137_(Heller,_Stephen)",,,,,,,,,,,
360607,18 Rondeaux & Variations sur des thêmes favoris,"Czerny, Carl",Op.454,ICC 195,,"18 pieces
1. Thême de Preciosa de Weber
2. Thême de Preciosa de Weber
3. Based on
Anna Bolena
by
Donizetti
4. La Flûte enchantée de Mozart
5. Menuetto de Don Juan de Mozart
6. Figaro de Mozart
7. La Flûte enchantée de Mozart
8. Thême de Don Juan de Mozart
9. Tancredi de Rossini
10. Zampa de Herold
11. La Muette de Portici
12. La Muette de Portici 'Oscht schon strahlt'
13. Le Bal Masqué de Auber
14. Le Bal Masqué de Auber
15. Soave immagine d'amore
16. Cavatina 'Se m'abbandoni de l'Opéra Nitocri de Mercadente
17. Stanco de più combattere
18. Voi mirate in si bel giorno de Ricci",Romantic,Romantic,Piano,"https://imslp.org/wiki/18_Rondeaux_et_variations_sur_des_th%C3%AAmes_favoris,_Op.454_(Czerny,_Carl)",,".
1838 – Bonn:
N. Simrock",,,,,,,,,
43055,"5 Aquarellen, Op.25","Reger, Max",Op.25,IMR 11,,"5 pieces
Canzonetta (A minor)
Humoreske (G major)
Impromptu (E minor)
Nordische Ballade (C minor)
Mazurka (E-flat major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/5_Aquarellen,_Op.25_(Reger,_Max)",Kleine Tonbilder,,,,,1897-98,,,,,
09030,Zur Guitarre,"Hiller, Ferdinand",Op.97,IFH 76,,1 impromptu (Moderato),Romantic,Romantic,Piano,"https://imslp.org/wiki/Zur_Guitarre,_Op.97_(Hiller,_Ferdinand)",Impromptu,".
1861 – Leipzig:
Kistner",,,,,Frau Ida Ziegler in Winterthur,,,,
101639,"Rondeaux et sonatines faciles, instructives et doigtées","Czerny, Carl",Op.158,ICC 194,see below,"6 pieces issued in 4 volumes (2 volumes arranged for piano duet)
Cahier I. 3 Rondos faciles for piano solo
Allegretto in C major
Allegretto in G major
Allegro vivo in B
♭
major
Cahier II. 3 Rondos faciles for piano duet (arr.)
Allegretto in C major
Allegretto in G major
Allegro vivo in B
♭
major
Cahier III. 3 Sonatines faciles for piano solo
Sonatina in C major
Sonatina in F major
Sonatina in G major
Cahier IV. 3 Sonatines faciles for piano duet (arr.)
Sonatina in C major
Sonatina in F major
Sonatina in G major",Romantic,Romantic,Piano,"https://imslp.org/wiki/Rondeaux_et_sonatines_faciles_instructives_et_doigtees,_Op.158_(Czerny,_Carl)","Trois rondeaux et trois sonatines faciles, instructives et doigtées, en quatres livraisons",".
1829
Publication noted in the
Bibliographie de la France
1e série, 18e année (32e de la collection), Nº 5, 31 Janvier 1829, p.80, r.36.",,,,,,,,,
447147,Fleurs lithuaniennes,"Kontski, Anton de",Op.178,IAK 7,,"3 pieces
L'Angélus (Aniol pański): Andante religioso (E
♭
major)
La Rosée du soir (Rosa wieczorna), Dumanie [Méditation]: Adagio (E
♭
major)
Conte de la grande mère à sa petite fille (Rozmowa babki z wnuczką), Mazurka: Allegretto (A minor, ends in A major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Fleurs_lithuaniennes,_Op.178_(Kontski,_Anton_de)",3 morceaux charactéristiques,".
1860 ca.",,,,,,,,,
16452,Variations sur un air tyrolien favori,"Herz, Henri",Op.13,IHH 103,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Variations_sur_un_Air_Tyrolien_Favori,_Op.13_(Herz,_Henri)",,,,,,,,,,,
423371,Scherzo und Marsch,"Liszt, Franz",S.177 ; LW.A174,IFL 434,,"2 sections
Scherzo
Marsch",Romantic,Romantic,Piano,"https://imslp.org/wiki/Scherzo_und_Marsch,_S.177_(Liszt,_Franz)",Scherzo and March,".
1854 – Braunschweig:
G.M. Meyer",,,,1851,"Theodor Kullak
(1818–1882)",,,,
18077,,"Martucci, Giuseppe",Op. 2,IGM 10,D-flat major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Capriccio_No.1,_Op.2_(Martucci,_Giuseppe)",,,,,,,,,,,
02099,English Suite No.6 in D minor,"Bach, Johann Sebastian",BWV 811 ; BC L 18,IJB 118,D minor,"8 movements:
1. Prélude
2. Allemande
3. Courante
4. Sarabande
4a. Double
5. Gavotte I
6. Gavotte II (Musette)
7. Gigue",Baroque,Baroque,Piano,"https://imslp.org/wiki/English_Suite_No.6_in_D_minor,_BWV_811_(Bach,_Johann_Sebastian)",,".
1805-13 in
6 English Suites
(No.6)",,,,1715-20,,,,,
329322,Bellone,"Ketterer, Eugène",Op.242,IEK 3,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Bellone,_Op.242_(Ketterer,_Eug%C3%A8ne)",Caprice militaire,".
1868 – Paris:
Ch. Gambogi et Cie.",,,,,"À son ami
Joseph O'Kelly",,"Publication noted in the
Bibliographie de la France
(2d Series, Vol.12, No.48, 28 November 1868, p.578, reg. no.3336).",,
45784,3 Morceaux,"Rubinstein, Anton",Op.16,IAR 47,,"3 pieces
Impromptu
Berceuse
Sérénade",Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Morceaux,_Op.16_(Rubinstein,_Anton)",,,,,,,,,,,
209990,Couronnes de mélodies,"Oesten, Theodore",Op.104,ITO 8,,"6 movements:
Euryanthe (Weber)
Marino Faliero (Donizetti)
Linda di Chamonnix (Bellini)
Otello (Rossini)
I Lombardi (Verdi)
Nabucco (Verdi)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Couronnes_de_m%C3%A9lodies,_Op.104_(Oesten,_Theodore)",6 Fantaisies dramatiques,".
1855-56 – Bonn:
N. Simrock",,,,,,,,,
19636,Enfantillage,"Ravina, Jean Henri",Op.49,IJR 20,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Enfantillage,_Op.49_(Ravina,_Jean_Henri)",,,,,,,Elise Maxwell,,,,
64798,Deux morceaux,"Scriabin, Aleksandr",Op.59,IAS 46,,"2 pieces:
Poème
Prelude",Romantic,Early 20th century,Piano,"https://imslp.org/wiki/2_Pieces,_Op.59_(Scriabin,_Aleksandr)",,".
1912",,,,1911,,,,,
97138,Gedenkblätter,"Kirchner, Theodor",Op.82,ITK 15,,"12 pieces:
Marsch für Pianoforte. Poco maestoso (D
♭
major), geziert mit der Ansicht des alten und neuen Conservatoriums für Musik
Klavierstück. Lento melancolico (F
♯
minor)
Klavierstück. Allegro animato (D
♭
major)
Klavierstück. Lento (B
♭
minor)
Klavierstück. Lento (D
♭
major)
Violinstück. Un poco agitato (E minor)
Klavierstück. Vivace (D minor)
Beharre! Chorsatz „
Scheide, ach scheide, doch nur von Liebe nicht
“ für gemischten Chor. Andante espressivo (D minor)
Orgelstück. Andante (E
♭
major)
Klavierstück. Commodo (D
♭
major)
Klavierstück. Vivace (F major)
Klavierstück: Requiescant in pace. Trauergeläute (B
♭
minor) aus Th. Kirchner’s Op. 13 „
Lieder ohne Worte
“.",Romantic,Romantic,Piano,"https://imslp.org/wiki/12_Gedenkbl%C3%A4tter,_Op.82_(Kirchner,_Theodor)",12 Musikstücke zur Erinnerung an die Einweihung des neuen Königlichen Conservatoriums für Musik zu Leipzig,".
1888 – Leipzig:
J. Rieter-Biedermann
Copyright Information
Hofmeister's
Monatsbericht
(1888), p.10",,,,1843-87,"zur Erinnerung an die Einweihung des neuen
Königlichen Conservatoriums für Musik zu Leipzig
:
2, 3. zur Erinnerung an
Felix Mendelssohn-Bartholdy
(1809-1847)
4. zur Erinnerung an
Robert Schumann
(1810–1856)
5. zur Erinnerung an
Moritz Hauptmann
(1792–1868)
6. zur Erinnerung an
Ferdinand David
(1810–1873)
7. zur Erinnerung an
Ignaz Moscheles
(1794–1870)
8. zur Erinnerung an
Ernst Friedrich Richter
(1808–1879)
9. zur Erinnerung an
Karl Ferdinand Becker
(1804-1877)
10. zur Erinnerung an
Ernst Ferdinand Wenzel
(1808–1880)
11. zur Erinnerung an
Louis Plaidy
(1810–1874)",,"Hofmeister's
Monatsbericht
(1888), p.10
Librettist
Helmina von Chézy
(No.8)",,
77564,"Variations on ""À peine au sortir""","Weber, Carl Maria von",Op.28 ; J.141,ICW 77,C major,Theme + 7 variations,Romantic,Romantic,Piano,"https://imslp.org/wiki/7_Variations_sur_la_romance_%22%C3%80_peine_au_sortir%22,_Op.28_(Weber,_Carl_Maria_von)","Romance de l’opéra ""Joseph""",".
1812 - Kühnel",,,,1812,,11 minutes,,,
16451,Variations et rondeau sur un air allemand favori,"Herz, Henri",Op.9,IHH 102,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Variations_et_rondeau_sur_un_air_allemand_favori,_Op.9_(Herz,_Henri)",,,,,,,Sophie Houssart,,,,
12956,Illustrations de l'opéra L'Africaine,"Liszt, Franz",S.415 ; LW.A230,IFL 194,,2 pieces,Romantic,Romantic,Piano,"https://imslp.org/wiki/Illustrations_de_l%27op%C3%A9ra_L%27Africaine,_S.415_(Liszt,_Franz)",,".
1866",,,,1865,Alfred Jaëll,,,,
00766,Sinfonia in E-flat major,"Bach, Johann Sebastian",BWV 791 ; BC L 46,IJB 860,E-flat major,1 sinfonia,Baroque,Baroque,Piano,"https://imslp.org/wiki/Sinfonia_in_E-flat_major,_BWV_791_(Bach,_Johann_Sebastian)",Sinfonia 5,".
1801 in
15 Sinfonias, BWV 787-801
(No.5)",,,,"1723 in
Inventions and Sinfonias",,,,,
506557,Fandango und Menuett,"Jadassohn, Salomon",Op.116,ISJ 63,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Fandango_und_Menuett,_Op.116_(Jadassohn,_Salomon)",Zwei Canons,,,,,,,,,,
204911,Floridiana,"Lange, Gustav",Op.59,IGL 33,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Floridiana,_Op.59_(Lange,_Gustav)",Valse brillante,,,,,,,,,,
51817,2 Sonatinas for Piano,"Beethoven, Ludwig van",WoO Anh.5,ILB 244,see below,"2 sonatinas:
Sonatina (G major)
Moderato
Romanze
Sonatina (F major)
Allegro assai
Rondo. Allegro",Classical,Classical,Piano,"https://imslp.org/wiki/2_Sonatinas_for_Piano,_Anh.5_(Beethoven,_Ludwig_van)",,,,,,,,,,,
08255,Scherzo No.1,"Kirchner, Theodor",Op.8,ITK 50,A major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Scherzo_No.1,_Op.8_(Kirchner,_Theodor)",,".
1857",,,,,Wilhelm Baumgartner,,,,
02021,Piano Sonata No.30,"Beethoven, Ludwig van",Op.109,ILB 191,E major,"3 movements:
Vivace ma non troppo, sempre legato - Adagio espressivo (E major)
Prestissimo (E minor)
Gesangvoll, mit innigster Empfindung. Andante molto cantabile ed espressivo (E major)",Classical,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_No.30,_Op.109_(Beethoven,_Ludwig_van)",,".
1821 - Berlin: Schlesinger","Piano Sonata No. 30
;
Klaviersonate Nr. 30
;
Pianosonato n-o 30
;
sonata para piano n.º 30
;
sonate pour piano nº 30 de Beethoven
;
Sonata per pianoforte n. 30
;
ピアノソナタ第30番
;
Pianosonate nr. 30
;
Соната для фортепиано № 30
;
Соната для фортепіано № 30
;
sonata per a piano n. 30
;
Sonata para piano n.º 30
;
Pianoarentzako 30. Sonata
;
Σονάτα για πιάνο No. 30
;
피아노 소나타 30번
;
第30號鋼琴奏鳴曲 (貝多芬)","Piano Sonata No. 30 in E Major, Op. 109
;
Pianosonate nr. 30 (Beethoven)","WorldCat
;
Wikipedia
;
VIAF
:
215922039
;
GND
:
300016875
;
SELIBR
:
230984
;
BNF
:
13908128q",1820,Maximiliane Brentano,20 minutes,,,
451991,Magnificat Fugue,"Pachelbel, Johann",P.348 ; T.187,IJP 195,G Mixolydian mode (G major),1 fugue,Baroque,Baroque,Piano,"https://imslp.org/wiki/Magnificat_Fugue,_P.348_(Pachelbel,_Johann)","Magnificat octavi toni, Magnificat-fugue, mode VIII (no.5)",".
1901 in
Compositionen zumeist Fugen über das Magnificat
(No.87)",,,,,,,,,
12232,3 Sonatilles,"Raff, Joachim",Op.99,IJR 107,,"3 sonatinas:
in A minor
Allegro agitato (A minor)
Larghetto (F major)
Tarantella - Presto possibile (A minor)
in G major
Allegro (G major)
Scherzo - Presto (G major)
Larghetto quasi Andante (E
♭
major)
Finale - Vivace (G major)
in C major
Thema con Variazioni - Theme & 6 variations
Scherzo - Presto
Finale - Adagio, vivacissimo",Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Sonatilles,_Op.99_(Raff,_Joachim)",,".
1864-65 - Leipzig:
Schuberth & Co.",,,,1861,Mademoiselle M. Magdeburg,,,,
443727,Polonaise,"Wieniawski, Józef",Op.21,IJW 25,A-flat major,1 (Allegro martiale),Romantic,Romantic,Piano,"https://imslp.org/wiki/Polonaise_No.2,_Op.21_(Wieniawski,_J%C3%B3zef)",,,,,,,"à Monsieur
Gioacchino Rossini",,,,
08505,Canzonetta No.2,"Heller, Stephen",Op.100,ISH 7,G minor,1 (Genug lebhaft),Romantic,Romantic,Piano,"https://imslp.org/wiki/Canzonetta,_Op.100_(Heller,_Stephen)",Zweite Canzonetta,".
1862 or earlier",,,,,"Berthold Damcke
(1812–1875)",,,,
115481,12 Transcriptions,"Kullak, Theodor",Op.6,ITK 44,,"12:
Cavatina de
Robert le diable
by
Meyerbeer
(Act 4, No.18c: ""Gràce, gràce"" / « Robert, toi que j'aime »)
Der Freischütz
by
Weber
La mélancolie
by
Prume
Oberon
by
Weber
La favorite
by
Donizetti
3 Balladen
, No.3 (
Erlkönig
) by
Loewe
3 Balladen
, No.1 (
Edward
) by Loewe
La muette de Portici
by
Auber
I Capuleti e i Montecchi
by
Bellini
Norma
by
Vincenzo Bellini
(Act 1: ""Casta diva"")
Preciosa
by
Weber
Egmont
by
Beethoven",Romantic,Romantic,Piano,"https://imslp.org/wiki/Cavatine_de_Robert_le_Diable_(Kullak,_Theodor)",,".
1841 – Berlin:
Schlesinger",,,,1841–1844 ca.,"see below
Madame la Comtesse
Eugénie d'Ingenheim
(1808–1881)
Madame la Comtesse Eugénie d'Ingenheim",,,,
428555,Allegro Grazioso,"Bennett, William Sterndale",Op.18,IWB 1,A major,1 section,Romantic,Romantic,Piano,"https://imslp.org/wiki/Allegro_Grazioso,_Op.18_(Bennett,_William_Sterndale)",,".
1839 – Leipzig:
Kistner",,,,"1838
First Perf
ormance
.
1842",,7 minutes,,,
08514,"3 Ouvertures, Op.126","Heller, Stephen",Op.126,ISH 71,,3,Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Ouvertures,_Op.126_(Heller,_Stephen)",,,,,,,,,,,
